Geo Point,zone_id,site_id,modified,park,landuse,site_typ,species,diameter,height,spread,trunks,conditn,appraise,planted
"44.4534305334,-73.2170432254",ward 5,602,2011-08,,residence,Tree,"mapl,red",38,50,60,1,70,24800.0,0
"44.4534398057,-73.2172758225",ward 5,604,2011-08,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4534245924,-73.2169274663",ward 5,606,2011-08,,residence,Tree,"mapl,hedge",11,25,20,1,70,2240.0,0
"44.4541016751,-73.2112969161",ward 5,638,2016-12,,residence,Tree,"ash,gr summit",14,30,20,1,70,3350.0,0
"44.4540764809,-73.210761778",ward 5,641,2011-09,,residence,Tree,"ash,gr summit",13,40,30,1,70,2890.0,0
"44.4540098966,-73.2095223119",ward 5,648,2019-11,,residence,Tree,"linden,littleleaf",13,25,20,1,80,4070.0,0
"44.4539762651,-73.208956431",ward 5,651,2011-09,,residence,Tree,"ash,gr summit",13,25,30,1,70,2890.0,0
"44.4542603325,-73.2120873845",ward 5,655,2011-09,,residence,Tree,"mapl,hedge",21,30,30,1,50,5700.0,0
"44.4542360115,-73.2116151935",ward 5,659,2011-09,,residence,Tree,"mapl,hedge",16,20,25,1,70,4710.0,0
"44.4542220407,-73.2113269716",ward 5,661,2019-08,,residence,Tree,"elm,homestead",10,30,20,3,50,750.0,0
"44.4796895758,-73.1903825088",ward 1,719,2011-09,,island,Tree,kntky coffeetree,9,25,30,1,80,1350.0,0
"44.4794190815,-73.1903902938",ward 1,724,2011-09,,residence,Tree,"mapl,red",14,30,25,1,70,3610.0,0
"44.4793799724,-73.1907150962",ward 1,726,2011-09,,residence,Tree,"mapl,red",12,25,20,1,70,2660.0,0
"44.4793509571,-73.1909063209",ward 1,727,2014-09,,residence,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4792769168,-73.1914552014",ward 1,729,2011-09,,residence,Tree,"mapl,norway",11,30,20,1,50,1480.0,0
"44.4785331572,-73.1915252371",ward 1,730,2011-09,,residence,Tree,"mapl,red",15,25,20,1,70,4140.0,0
"44.4786105856,-73.1902979487",ward 1,738,2011-09,,residence,Tree,"mapl,norway",10,20,20,1,70,1720.0,0
"44.4786223797,-73.1901194938",ward 1,740,2011-09,,residence,Tree,maple free aut bl,7,20,20,1,80,1050.0,0
"44.4786707278,-73.1893288646",ward 1,744,2011-09,,residence,Tree,honeylocust,30,30,35,1,70,10600.0,0
"44.478559633,-73.1891539529",ward 1,747,2011-09,,residence,Tree,"hazelnut,turkish",5,15,10,1,50,390.0,0
"44.4782543591,-73.1891585072",ward 1,751,2019-04,,residence,Tree,"birch,river",2,10,5,1,80,220.0,2019
"44.4782262447,-73.1895755567",ward 1,754,2011-09,,residence,Tree,maple free aut bl,7,20,15,1,50,650.0,0
"44.4783606382,-73.1899419885",ward 1,758,2017-04,,residence,Tree,crabappl pnk spir,2,5,5,1,80,180.0,2017
"44.4785301407,-73.1901343701",ward 1,760,2019-03,,residence,Tree,crabapple spp,8,18,15,1,70,1020.0,0
"44.4590261346,-73.2094390688",ward 5,763,2018-09,,residence,Tree,"lilac,jap tree",2,5,5,1,70,180.0,0
"44.4591596243,-73.2094154184",ward 5,765,2011-09,,residence,Tree,"mapl,red",10,25,25,1,80,2120.0,0
"44.4592654791,-73.2093940922",ward 5,766,2011-09,,residence,Tree,"mapl,red",18,30,30,1,50,4250.0,0
"44.4771347562,-73.2212248035",ward 3,1702,2012-02,waterfront park,park,Tree,"pear,flwr chntclr",9,35,15,1,80,1590.0,0
"44.4773049955,-73.2213017281",ward 3,1704,2012-02,waterfront park,park,Tree,"pear,flwr chntclr",13,30,25,1,70,2890.0,0
"44.4773714046,-73.221305539",ward 3,1705,2012-02,waterfront park,park,Tree,"pear,flwr chntclr",16,35,30,1,80,5000.0,0
"44.4784370528,-73.2214064677",ward 3,1712,2012-02,waterfront park,park,Tree,"pear,flwr chntclr",15,35,25,1,80,4390.0,0
"44.4787779752,-73.2214336174",ward 3,1715,2012-02,waterfront park,park,Tree,"pear,flwr chntclr",13,35,20,1,80,3310.0,0
"44.4779659329,-73.2209906008",ward 3,1724,2012-02,waterfront park,park,Tree,"linden,slv strl s",20,35,25,1,80,7200.0,0
"44.4770502074,-73.2210391873",ward 3,1726,2014-10,waterfront park,park,Removal,,0,0,0,0,0,0.0,0
"44.4789665855,-73.221105905",ward 3,1728,2012-02,waterfront park,park,Tree,"linden,slv strl s",13,35,20,1,80,3050.0,1993
"44.4607842837,-73.209235608",ward 5,775,2011-09,,residence,Tree,"mapl,norway",29,35,40,1,50,10200.0,0
"44.4609024695,-73.2092224095",ward 5,776,2011-09,,residence,Tree,"mapl,red",11,20,20,1,50,1600.0,0
"44.4611574652,-73.2092028879",ward 5,779,2011-09,,residence,Tree,"mapl,sugar",20,20,20,2,50,6700.0,0
"44.4610783295,-73.2093389107",ward 5,780,2011-09,,residence,Tree,"mapl,red",19,35,35,1,70,6600.0,0
"44.4609809855,-73.2093461713",ward 5,781,2018-06,,residence,Tree,"mapl,red",18,30,30,1,70,5900.0,0
"44.4594295055,-73.2095014703",ward 5,790,2011-09,,residence,Tree,"mapl,red",22,20,25,1,50,6300.0,0
"44.4592745796,-73.2095261917",ward 5,791,2011-09,,residence,Tree,"mapl,red",18,35,25,1,70,5900.0,0
"44.4818707006,-73.1924649853",ward 1,794,2011-09,,residence,Tree,"zelkova,japanese",12,15,15,2,70,2850.0,0
"44.4812081276,-73.1922874018",ward 1,801,2011-09,,residence,Tree,"ash,gr summit",19,25,30,1,80,7000.0,0
"44.4810859149,-73.1922587732",ward 1,802,2011-09,,residence,Tree,"mapl,norway",36,30,40,1,70,21100.0,0
"44.4807475769,-73.1921730595",ward 1,806,2014-10,,residence,Tree,"mapl,silver",47,50,60,1,70,23800.0,0
"44.4799948253,-73.1919912919",ward 1,811,2011-09,,residence,Tree,"ash,gr summit",20,20,25,2,70,6800.0,0
"44.4799437556,-73.1919707333",ward 1,812,2011-09,,residence,Tree,"ash,gr summit",21,20,25,1,70,7500.0,0
"44.4798254715,-73.1919405272",ward 1,813,2016-04,,residence,Tree,"spruce,colorado",16,25,25,1,50,2600.0,0
"44.4795746852,-73.1918710465",ward 1,816,2011-09,,residence,Tree,"linden,slv grn mt",15,40,25,1,80,4060.0,0
"44.4794819894,-73.1918433441",ward 1,817,2011-09,,residence,Tree,"mapl,red",15,30,25,1,80,4730.0,0
"44.479021236,-73.1917267074",ward 1,819,2011-09,,residence,Tree,"ash,gr summit",12,30,25,1,70,2470.0,0
"44.4811162562,-73.222714469",ward 3,11655,2017-01,waterfront park,park,Tree,"olive,russian",12,25,25,1,80,2170.0,0
"44.4808606417,-73.2226960141",ward 3,11657,2017-01,waterfront park,park,Tree,"aspen,quaking",7,30,15,1,70,520.0,0
"44.4808017167,-73.2226759963",ward 3,11661,2017-01,waterfront park,park,Tree,"cottonwood,eastrn",15,60,20,1,80,2030.0,0
"44.4807235967,-73.222679023",ward 3,11665,2017-01,waterfront park,park,Tree,"cottonwood,eastrn",25,65,25,2,80,5600.0,0
"44.4720346064,-73.1998996104",ward 6,840,2011-09,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4720396483,-73.1995926946",ward 6,842,2019-03,,residence,Tree,"mapl,norway",13,25,30,0,70,0.0,0
"44.472053964,-73.199015887",ward 6,845,2019-03,,residence,Tree,maple free aut bl,10,35,25,1,80,0.0,0
"44.4720599543,-73.198726108",ward 6,847,2011-09,,residence,Tree,honeylocust,17,30,35,1,80,0.0,0
"44.472072192,-73.1982434073",ward 6,849,2011-09,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4719781757,-73.198548753",ward 6,852,2011-09,,residence,Tree,crabapple spp,4,15,15,4,70,0.0,0
"44.4719673079,-73.1990866531",ward 6,855,2011-09,,residence,Tree,"mapl,tatarian",8,15,15,2,70,0.0,0
"44.4719623362,-73.199585116",ward 6,858,2011-09,,residence,Tree,"mapl,tatarian",8,15,10,2,70,0.0,0
"44.4719557302,-73.1997065253",ward 6,859,2019-03,,residence,Tree,crabappl rd baron,2,5,5,1,80,180.0,2015
"44.4719412233,-73.200294421",ward 6,863,2011-09,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.5182270454,-73.2580845546",ward 7,12180,2019-02,,residence,Tree,"lilac,jap tre slk",3,10,5,1,80,210.0,2015
"44.4782824241,-73.1915426309",ward 1,864,2014-04,,residence,Tree,"linden,slv grn mt",24,30,30,1,70,9000.0,0
"44.4776417585,-73.1913641576",ward 1,869,2014-04,,residence,Tree,"mapl,norway",7,25,25,1,70,850.0,0
"44.4866353461,-73.2177935772",ward 3,1499,2018-09,,residence,Tree,elm amer princeto,2,15,10,1,80,210.0,2011
"44.4850514372,-73.2164946001",ward 3,1501,2019-03,,residence,Tree,mapl frman marmo,3,20,10,1,70,180.0,2011
"44.4851939287,-73.2211427264",ward 3,1504,2019-03,,residence,Tree,maple free aut sp,3,15,10,1,70,180.0,2011
"44.4832390625,-73.2074186055",ward 2,1512,2018-08,,apartments,Tree,linden ltlf shamr,3,15,10,1,80,240.0,2010
"44.4778633538,-73.206954491",ward 8,1515,2018-12,,apartments,Tree,"lilac,jap tre slk",3,12,8,1,70,180.0,2005
"44.4777262669,-73.206943856",ward 8,1517,2018-12,,apartments,Tree,"lilac,jap tre slk",6,12,8,1,80,780.0,2005
"44.4776834102,-73.2069433385",ward 8,1518,2018-12,,apartments,Tree,"lilac,jap tre slk",5,12,8,1,80,550.0,2005
"44.4815065483,-73.2135487929",ward 2,1526,2019-03,,residence,Tree,"maackia,amur",2,5,5,1,80,230.0,2014
"44.4824787577,-73.2167221223",ward 3,1527,2013-10,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4772080067,-73.2092954997",ward 8,5545,2018-12,,church,Tree,"pear,flwr chntclr",11,20,20,1,70,2080.0,0
"44.4772024591,-73.2094362408",ward 8,5546,2018-12,,church,Tree,"pear,flwr chntclr",8,20,20,1,70,1110.0,0
"44.4770459942,-73.210333276",ward 8,5548,2018-12,,municipal,Tree,elm amer princeto,12,30,30,1,70,2660.0,2006
"44.4823957147,-73.2206576053",ward 3,1529,2019-03,,municipal,Tree,elm patriot,3,15,10,1,80,210.0,2017
"44.4873414738,-73.2247504163",ward 3,1530,2018-12,,apartments,Tree,elm triumph,5,20,10,1,70,480.0,2010
"44.4854224819,-73.2178734249",ward 3,1534,2013-12,,residence,Tree,crabappl rd baron,2,10,5,1,80,180.0,2010
"44.4939179339,-73.2299120197",ward 4,1539,2019-04,,cemetery,Tree,"oak,eng columnar",3,15,5,1,80,240.0,2010
"44.5096624242,-73.2548144478",ward 4,1541,2014-09,,residence,Tree,"mapl,paprbark",3,15,10,1,80,240.0,2010
"44.5105684156,-73.2554531853",ward 4,1544,2012-02,,residence,Tree,maple free aut sp,4,16,10,1,80,360.0,2010
"44.5069681917,-73.260036128",ward 4,1545,2014-08,,residence,Tree,elm triumph,7,20,20,1,70,920.0,2010
"44.5064788406,-73.2682533863",ward 4,1546,2015-02,,residence,Tree,"hackberry,common",3,15,10,1,80,200.0,2010
"44.5028801931,-73.2456177371",ward 4,1548,2013-11,,residence,Tree,"oak,bur",2,12,5,1,80,240.0,2010
"44.5047514616,-73.2429492107",ward 4,1550,2019-02,,business,Tree,"oak,bur",4,20,10,1,80,410.0,2010
"44.5204971708,-73.2485817168",ward 7,1555,2014-06,,residence,Tree,elm triumph,5,20,15,1,80,550.0,2010
"44.5197285423,-73.2546214651",ward 7,1557,2014-08,,residence,Tree,"oak,eng columnar",3,15,5,1,80,240.0,2010
"44.5195527419,-73.2531780937",ward 7,1558,2019-02,,residence,Tree,"lilac,jap tree",4,10,10,1,80,360.0,2010
"44.4671269293,-73.2078386308",ward 6,1561,2012-02,,residence,Tree,"lilac,jap tre slk",3,10,5,1,80,210.0,0
"44.4669394203,-73.2078028339",ward 6,1563,2012-02,,apartments,Tree,"lilac,jap tre slk",4,10,10,1,80,360.0,0
"44.4667279591,-73.2077576014",ward 6,1566,2012-02,,apartments,Tree,"lilac,jap tre slk",3,10,5,1,80,210.0,0
"44.4706309209,-73.2065553433",ward 6,2373,2019-10,,business,Tree,"oak,white",4,20,15,1,80,360.0,2012
"44.4740899953,-73.2028260348",ward 6,2377,2019-05,,school,Tree,"maackia,amur",1,8,4,1,90,250.0,2019
"44.519246829,-73.2484127279",ward 7,2380,2019-10,,residence,Tree,"birch,river hritg",6,25,20,1,80,810.0,2012
"44.5186706555,-73.2435996165",ward 7,2381,2019-02,,residence,Tree,"oak,red",6,20,10,1,80,940.0,2012
"44.5193816884,-73.2452044857",ward 7,2382,2019-02,,residence,Tree,elm triumph,7,20,10,1,80,1050.0,2012
"44.5192297395,-73.245392249",ward 7,2384,2019-02,,residence,Tree,elm triumph,6,20,10,1,80,780.0,2012
"44.5189675594,-73.2458332022",ward 7,2388,2019-02,,residence,Tree,"linden,amer sentr",3,10,5,1,70,100.0,2012
"44.5167180812,-73.2455242829",ward 7,2391,2019-02,,residence,Tree,zelkova jap gr va,7,20,10,1,80,1120.0,2012
"44.5091808078,-73.2425368986",ward 7,2398,2016-07,,residence,Tree,crabappl rd jewel,2,5,5,1,80,180.0,2016
"44.5144670499,-73.2527236957",ward 7,2401,2014-11,,residence,Tree,lilac jap copper,2,10,5,1,80,210.0,2012
"44.4842278389,-73.2035667306",ward 1,2406,2018-10,,residence,Tree,"lilac,jap tree",2,10,10,1,80,210.0,2007
"44.4789489291,-73.2056923358",ward 8,2409,2019-11,,apartments,Tree,mapl frman marmo,2,10,5,1,80,210.0,2019
"44.4776079197,-73.2070602729",ward 8,2413,2018-12,,residence,Tree,zelkova jap gr va,5,15,10,1,70,510.0,2007
"44.4806047677,-73.2054026441",ward 1,2417,2018-12,,business,Tree,crabapple spp,2,10,5,1,70,160.0,0
"44.4758267376,-73.1908970604",ward 1,881,2014-04,,residence,Tree,"zelkova,japanese",9,15,15,1,50,1150.0,0
"44.4752139386,-73.1907373129",ward 1,885,2014-09,,residence,Removal,,0,0,0,0,0,0.0,0
"44.4662701776,-73.2103727705",ward 5,900,2014-08,,residence,Tree,"elm,vanguard",4,15,10,1,50,120.0,2008
"44.4768027589,-73.2136756022",ward 3,916,2009-10,city hall park,park,Tree,"linden,littleleaf",22,60,30,1,80,11600.0,0
"44.4769278988,-73.2136213533",ward 3,918,2009-10,city hall park,park,Tree,"zelkova,japanese",17,45,30,1,70,5600.0,1992
"44.4769308549,-73.2134430507",ward 3,922,2009-10,city hall park,park,Tree,"zelkova,japanese",19,40,30,1,70,7100.0,1992
"44.4766560248,-73.213280389",ward 3,930,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4766514705,-73.213218075",ward 3,933,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4767816072,-73.2132225412",ward 3,934,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4767878607,-73.2131016571",ward 3,936,2019-07,city hall park,park,Tree,"hackberry,common",10,25,20,1,80,1960.0,0
"44.4764894959,-73.2132566254",ward 3,941,2018-10,city hall park,park,Tree,crabapple spp,12,15,15,1,70,2280.0,0
"44.4763524312,-73.213280729",ward 3,944,2009-10,city hall park,park,Tree,crabapple spp,11,15,15,1,80,2190.0,0
"44.4764156514,-73.2138353291",ward 3,949,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.47609829,-73.2137526433",ward 3,958,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4760699627,-73.2136152016",ward 3,962,2019-07,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4761303912,-73.2133756619",ward 3,964,2019-10,city hall park,park,Removal,,0,0,0,0,0,0.0,0
"44.4759772121,-73.2134491593",ward 3,970,2019-03,,municipal,Tree,elm amer princeto,7,25,15,1,70,920.0,0
"44.4762758601,-73.2134356326",ward 3,973,2019-07,city hall park,park,Tree,"mapl,silver",24,50,40,1,70,7500.0,0
"44.4761139995,-73.2130674241",ward 3,978,2009-10,city hall park,park,Tree,"mapl,norway",17,40,30,1,50,3520.0,0
"44.4508581217,-73.2106522208",ward 5,981,2014-11,,residence,Tree,"pear,flwr redspir",17,30,25,3,70,4930.0,0
"44.4508248003,-73.2101090147",ward 5,984,2014-11,,residence,Tree,"pear,flwr redspir",12,30,30,1,70,2470.0,0
"44.4509993579,-73.2132080263",ward 5,989,2014-11,,municipal,Tree,plum spp,2,7,10,1,70,170.0,0
"44.4662025858,-73.2128058775",ward 5,1020,2018-06,,residence,Tree,maple free aut bl,2,10,5,1,80,210.0,2018
"44.46634988,-73.2108115878",ward 5,1025,2011-12,,residence,Tree,crabapple spp,9,15,13,1,70,1290.0,0
"44.4663418833,-73.2110446113",ward 5,1027,2011-12,,residence,Tree,"mapl,hedge",12,20,14,1,70,2660.0,0
"44.4663291462,-73.2115129822",ward 5,1029,2011-12,,residence,Tree,"mapl,hedge",13,20,15,1,70,3110.0,0
"44.4663166494,-73.2119425033",ward 5,1032,2018-09,,residence,Tree,"mapl,hedge",8,20,10,1,70,1190.0,0
"44.4663034842,-73.2122166022",ward 5,1034,2014-08,,residence,Tree,"mtn ash,oak leaf",3,10,5,1,70,120.0,2008
"44.4617242311,-73.215151061",ward 5,1040,2014-04,,municipal,Tree,"beech,european",4,15,5,1,70,430.0,0
"44.4637188165,-73.2104270927",ward 5,1046,2011-12,,residence,Tree,"mapl,hedge",10,25,20,1,70,1850.0,0
"44.4633673593,-73.2105346519",ward 5,1049,2011-12,,,Tree,"hackberry,common",7,15,10,1,70,850.0,0
"44.4635296456,-73.2105461459",ward 5,1050,2011-12,,residence,Tree,"linden,littleleaf",5,15,7,1,70,550.0,0
"44.4636676938,-73.2105503904",ward 5,1051,2019-12,,residence,Tree,"linden,slv grn mt",8,15,12,1,70,1020.0,0
"44.463826836,-73.2105560544",ward 5,1052,2018-12,,residence,Tree,"linden,littleleaf",19,30,30,1,70,7500.0,0
"44.4645086276,-73.2093932385",ward 5,1061,2019-11,,residence,Tree,"mapl,frman celebr",2,10,5,1,80,210.0,2019
"44.4646266027,-73.2083084594",ward 5,1070,2019-02,,residence,Tree,crabappl rd jewel,2,5,5,1,80,180.0,2017
"44.4646360653,-73.2080783291",ward 5,1071,2018-04,,residence,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4647175379,-73.2082206766",ward 5,1072,2018-09,,apartments,Tree,mapl frman marmo,2,15,5,1,80,210.0,2017
"44.464725674,-73.2095332461",ward 5,1080,2019-11,,residence,Tree,"mapl,rd aut blaze",6,35,15,1,80,780.0,0
"44.4855112837,-73.2153608496",ward 3,12299,2017-05,,residence,Removal,,0,0,0,0,0,0.0,0
"44.4643657586,-73.209515587",ward 5,1085,2019-11,,residence,Tree,crabapple spp,13,20,10,2,70,2670.0,0
"44.488210489,-73.2074130816",ward 2,1088,2018-06,,business,Tree,elm amer jeff,3,15,10,1,80,210.0,2018
"44.4884505543,-73.2071195721",ward 2,1090,2011-12,,municipal,Tree,"hazelnut,turkish",4,10,5,1,70,360.0,0
"44.4888078088,-73.2067035877",ward 2,1093,2019-03,,municipal,Tree,honeylcst stkp,2,10,5,1,80,130.0,2017
"44.4889162302,-73.2065750471",ward 2,1094,2011-12,,municipal,Tree,"hackberry,common",5,20,15,1,80,510.0,0
"44.4896374336,-73.2071886947",ward 2,1104,2018-12,,municipal,Tree,"linden,littleleaf",24,45,35,1,80,13800.0,0
"44.4895706162,-73.2082882554",ward 2,1113,2011-12,,municipal,Tree,"linden,slv grn mt",4,10,10,1,70,270.0,0
"44.4895562391,-73.2086877216",ward 2,1115,2011-12,,municipal,Tree,"linden,slv grn mt",6,15,10,1,80,660.0,0
"44.4895110227,-73.2093020562",ward 2,1117,2011-12,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4893949724,-73.2094477847",ward 2,1120,2011-12,,municipal,Tree,"mapl,tatarian",9,15,15,1,70,1500.0,0
"44.4894082208,-73.2091564625",ward 2,1122,2011-12,,municipal,Tree,"mapl,tatarian",10,20,20,1,70,1850.0,0
"44.4894252257,-73.2089834514",ward 2,1123,2011-12,,municipal,Tree,"mapl,tatarian",9,15,15,2,70,1500.0,0
"44.4894358396,-73.2087751094",ward 2,1125,2011-12,,municipal,Tree,"mapl,tatarian",12,15,15,2,50,1900.0,0
"44.489441219,-73.2086965801",ward 2,1126,2011-12,,municipal,Tree,"mapl,tatarian",8,15,10,1,70,1190.0,0
"44.4894416854,-73.2086214096",ward 2,1127,2011-12,,municipal,Tree,"mapl,tatarian",8,10,10,2,30,510.0,0
"44.4892869104,-73.2063608275",ward 2,1134,2011-12,,municipal,Tree,"mapl,red",4,20,10,1,80,360.0,0
"44.4894569754,-73.2061755822",ward 2,1136,2011-12,,municipal,Tree,"mapl,red",4,20,10,1,80,360.0,0
"44.4895323524,-73.2070164603",ward 2,1143,2011-12,,business,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4895159001,-73.2073032994",ward 2,1145,2011-12,,municipal,Tree,"mapl,hedge",9,25,20,1,70,1500.0,0
"44.4895046291,-73.2073893387",ward 2,1146,2011-12,,business,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4894778687,-73.2079145043",ward 2,1148,2011-12,,business,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4894584173,-73.2082901524",ward 2,1150,2011-12,,municipal,Tree,"linden,slv grn mt",11,25,20,1,70,1920.0,0
"44.4630575991,-73.211558936",ward 5,1169,2012-01,,municipal,Tree,crabapple spp,13,25,15,1,70,2670.0,0
"44.4631378071,-73.2116474658",ward 5,1170,2012-01,,municipal,Tree,crabapple spp,10,20,15,1,30,680.0,0
"44.4631948459,-73.211654535",ward 5,1171,2012-01,,municipal,Tree,crabapple spp,14,25,15,1,50,2210.0,0
"44.4636765489,-73.2116667649",ward 5,1174,2012-01,,municipal,Tree,crabapple spp,16,25,25,2,70,4040.0,0
"44.4638133351,-73.2116766667",ward 5,1175,2012-01,,municipal,Tree,"lilac,jap tree",4,10,10,1,80,360.0,0
"44.4641239058,-73.2116945185",ward 5,1178,2012-01,,municipal,Tree,crabapple spp,13,25,25,1,70,2670.0,0
"44.464217514,-73.2116956558",ward 5,1179,2012-01,,municipal,Tree,crabapple spp,11,20,20,1,70,1920.0,0
"44.4645004844,-73.2117214125",ward 5,1182,2019-12,,municipal,Tree,"ash,gr patmore",5,35,15,1,80,510.0,0
"44.4630399828,-73.2118617578",ward 5,1185,2012-01,,residence,Tree,crabapple spp,15,20,15,1,70,3550.0,0
"44.4632410275,-73.2117703897",ward 5,1186,2012-01,,residence,Tree,"ash,green",18,25,20,1,70,5500.0,0
